id,season,team1,team2,result,target,team2_score,balls_30,team2_30_rn,team2_30_wk,team2_30_ach,balls_60,team2_60_rn,team2_60_wk,team2_60_ach,balls_90,team2_90_rn,team2_90_wk,team2_90_ach,dl_applied,winner,win_by_runs,win_by_wickets,team2_win
431,2013,Pune Warriors,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,5,
432,2013,Sunrisers Hyderabad,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,7,
433,2013,Delhi Daredevils,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,9,
434,2013,Mumbai Indians,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,65,0,
435,2013,Chennai Super Kings,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,77,0,
436,2013,Kings XI Punjab,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,8,
437,2013,Kolkata Knight Riders,Pune Warriors,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,46,0,
438,2013,Royal Challengers Bangalore,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,4,0,
439,2013,Pune Warriors,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
440,2013,Sunrisers Hyderabad,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,30,0,
441,2013,Royal Challengers Bangalore,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,5,
442,2013,Chennai Super Kings,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,5,
443,2013,Delhi Daredevils,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,5,
444,2013,Sunrisers Hyderabad,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,7,
445,2013,Pune Warriors,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,7,0,
446,2013,Chennai Super Kings,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,33,0,
447,2013,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,14,0,
448,2013,Royal Challengers Bangalore,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
449,2013,Sunrisers Hyderabad,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,23,0,
450,2013,Kings XI Punjab,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,50,0,
451,2013,Pune Warriors,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Pune Warriors,38,0,
452,2013,Royal Challengers Bangalore,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,24,0,
453,2013,Kolkata Knight Riders,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,5,
454,2013,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,48,0,
455,2013,Sunrisers Hyderabad,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,4,
456,2013,Rajasthan Royals,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,4,
457,2013,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,23,0,
458,2014,Kolkata Knight Riders,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,41,0,
459,2014,Delhi Daredevils,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,8,
460,2014,Chennai Super Kings,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
461,2014,Sunrisers Hyderabad,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,4,
462,2014,Mumbai Indians,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,7,
463,2014,Kolkata Knight Riders,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,4,
464,2014,Rajasthan Royals,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,7,
465,2014,Chennai Super Kings,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,93,0,
466,2014,Kings XI Punjab,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,72,0,
467,2014,Chennai Super Kings,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,7,0,
468,2014,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,2,0,
469,2014,Sunrisers Hyderabad,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,4,0,
470,2014,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,7,
471,2014,Royal Challengers Bangalore,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,6,
472,2014,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,23,0,
473,2014,Mumbai Indians,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,6,
474,2014,Sunrisers Hyderabad,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,5,
475,2014,Royal Challengers Bangalore,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,5,
476,2014,Rajasthan Royals,Kolkata Knight Riders,tie,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,0,
477,2014,Sunrisers Hyderabad,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,15,0,
478,2014,Chennai Super Kings,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,34,0,
479,2014,Kings XI Punjab,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
480,2014,Delhi Daredevils,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,7,
481,2014,Sunrisers Hyderabad,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,4,
482,2014,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,10,0,
483,2014,Delhi Daredevils,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,8,
484,2014,Mumbai Indians,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,19,0,
485,2014,Delhi Daredevils,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,8,
486,2014,Kings XI Punjab,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,44,0,
487,2014,Sunrisers Hyderabad,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,32,0,
488,2014,Kings XI Punjab,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,32,0,
490,2014,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,4,
491,2014,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,9,
492,2014,Royal Challengers Bangalore,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,5,
493,2014,Sunrisers Hyderabad,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,7,
494,2014,Rajasthan Royals,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,5,
495,2014,Royal Challengers Bangalore,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,16,0,
496,2014,Sunrisers Hyderabad,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
497,2014,Mumbai Indians,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,6,
498,2014,Rajasthan Royals,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,62,0,
499,2014,Chennai Super Kings,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,5,
500,2014,Sunrisers Hyderabad,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,7,
501,2014,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,25,0,
502,2014,Delhi Daredevils,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,4,
503,2014,Royal Challengers Bangalore,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,7,
504,2014,Chennai Super Kings,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,8,
505,2014,Kings XI Punjab,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,7,
506,2014,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,30,0,
507,2014,Chennai Super Kings,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,6,
508,2014,Mumbai Indians,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,15,0,
509,2014,Kings XI Punjab,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,16,0,
510,2014,Royal Challengers Bangalore,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,8,
511,2014,Sunrisers Hyderabad,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,4,
512,2014,Delhi Daredevils,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,7,
513,2014,Rajasthan Royals,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
514,2014,Kolkata Knight Riders,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,28,0,
515,2014,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,7,
516,2014,Kings XI Punjab,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,24,0,
517,2014,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,3,
518,2015,Mumbai Indians,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,7,
519,2015,Chennai Super Kings,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,1,0,
520,2015,Rajasthan Royals,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,26,0,
521,2015,Chennai Super Kings,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,45,0,
522,2015,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,3,
523,2015,Delhi Daredevils,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,3,
524,2015,Kings XI Punjab,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,18,0,
525,2015,Royal Challengers Bangalore,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,8,
526,2015,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,7,
527,2015,Chennai Super Kings,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,7,
528,2015,Kings XI Punjab,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,5,
529,2015,Sunrisers Hyderabad,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,6,
530,2015,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,6,
531,2015,Delhi Daredevils,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,4,0,
532,2015,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,4,
533,2015,Chennai Super Kings,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,0,8,
534,2015,Mumbai Indians,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,18,0,
535,2015,Delhi Daredevils,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,6,
536,2015,Rajasthan Royals,Kings XI Punjab,tie,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,0,
538,2015,Chennai Super Kings,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,27,0,
539,2015,Delhi Daredevils,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,37,0,
540,2015,Rajasthan Royals,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,9,
541,2015,Mumbai Indians,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,20,0,
542,2015,Chennai Super Kings,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,97,0,
543,2015,Delhi Daredevils,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,10,
544,2015,Sunrisers Hyderabad,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,20,0,
545,2015,Kolkata Knight Riders,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,13,0,
546,2015,Royal Challengers Bangalore,Rajasthan Royals,no result,,,90,,,,60,,,,30,,,,0,,0,0,
547,2015,Chennai Super Kings,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,2,0,
548,2015,Kings XI Punjab,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,9,
549,2015,Mumbai Indians,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,8,0,
550,2015,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,7,
551,2015,Sunrisers Hyderabad,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,22,0,
552,2015,Mumbai Indians,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,23,0,
553,2015,Rajasthan Royals,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,14,0,
554,2015,Chennai Super Kings,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,24,0,
555,2015,Kolkata Knight Riders,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,35,0,
556,2015,Delhi Daredevils,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,5,
557,2015,Royal Challengers Bangalore,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,138,0,
558,2015,Sunrisers Hyderabad,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,7,0,
559,2015,Chennai Super Kings,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,6,
560,2015,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,1,
561,2015,Sunrisers Hyderabad,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,6,0,
562,2015,Royal Challengers Bangalore,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,39,0,
563,2015,Chennai Super Kings,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,12,0,
564,2015,Sunrisers Hyderabad,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,5,0,
565,2015,Chennai Super Kings,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,6,
566,2015,Kings XI Punjab,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,22,0,
567,2015,Mumbai Indians,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,5,0,
569,2015,Kings XI Punjab,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,7,
570,2015,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,9,0,
571,2015,Delhi Daredevils,Royal Challengers Bangalore,no result,,,90,,,,60,,,,30,,,,0,,0,0,
572,2015,Sunrisers Hyderabad,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,9,
573,2015,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,25,0,
574,2015,Royal Challengers Bangalore,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,71,0,
575,2015,Royal Challengers Bangalore,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,3,
576,2015,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,41,0,
577,2016,Mumbai Indians,Rising Pune Supergiants,normal,,,90,,,,60,,,,30,,,,0,Rising Pune Supergiants,0,9,
578,2016,Delhi Daredevils,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,9,
579,2016,Kings XI Punjab,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,5,
580,2016,Royal Challengers Bangalore,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,45,0,
581,2016,Kolkata Knight Riders,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,6,
582,2016,Rising Pune Supergiants,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,7,
583,2016,Kings XI Punjab,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,8,
584,2016,Sunrisers Hyderabad,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,8,
585,2016,Mumbai Indians,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,3,
586,2016,Rising Pune Supergiants,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
587,2016,Royal Challengers Bangalore,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,7,
588,2016,Mumbai Indians,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,7,
589,2016,Kings XI Punjab,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,6,
590,2016,Royal Challengers Bangalore,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,6,
591,2016,Gujarat Lions,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,10,
592,2016,Royal Challengers Bangalore,Rising Pune Supergiants,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,13,0,
593,2016,Delhi Daredevils,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,10,0,
594,2016,Kings XI Punjab,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,5,
595,2016,Royal Challengers Bangalore,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,6,
596,2016,Rising Pune Supergiants,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,2,
597,2016,Mumbai Indians,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,25,0,
599,2016,Gujarat Lions,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,1,0,
600,2016,Kolkata Knight Riders,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,6,
601,2016,Rising Pune Supergiants,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,3,
602,2016,Delhi Daredevils,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,27,0,
603,2016,Sunrisers Hyderabad,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,15,0,
604,2016,Kings XI Punjab,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,23,0,
605,2016,Rising Pune Supergiants,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,8,
606,2016,Royal Challengers Bangalore,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,5,
607,2016,Gujarat Lions,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,8,
608,2016,Kolkata Knight Riders,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,7,0,
609,2016,Delhi Daredevils,Rising Pune Supergiants,normal,,,90,,,,60,,,,30,,,,0,Rising Pune Supergiants,0,7,
610,2016,Gujarat Lions,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,5,
611,2016,Rising Pune Supergiants,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,7,
612,2016,Kings XI Punjab,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,9,0,
613,2016,Sunrisers Hyderabad,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,85,0,
614,2016,Kolkata Knight Riders,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,5,
615,2016,Royal Challengers Bangalore,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,1,0,
616,2016,Sunrisers Hyderabad,Rising Pune Supergiants,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,4,0,
617,2016,Royal Challengers Bangalore,Mumbai Indians,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,0,6,
618,2016,Sunrisers Hyderabad,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,7,
619,2016,Mumbai Indians,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,7,
620,2016,Royal Challengers Bangalore,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,144,0,
622,2016,Kings XI Punjab,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,7,
623,2016,Mumbai Indians,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,80,0,
624,2016,Kolkata Knight Riders,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,9,
627,2016,Kolkata Knight Riders,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,6,
628,2016,Sunrisers Hyderabad,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,6,
629,2016,Kings XI Punjab,Rising Pune Supergiants,normal,,,90,,,,60,,,,30,,,,0,Rising Pune Supergiants,0,4,
630,2016,Mumbai Indians,Gujarat Lions,normal,,,90,,,,60,,,,30,,,,0,Gujarat Lions,0,6,
631,2016,Kolkata Knight Riders,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,22,0,
632,2016,Delhi Daredevils,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,6,
633,2016,Gujarat Lions,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,4,
634,2016,Sunrisers Hyderabad,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,22,0,
635,2016,Gujarat Lions,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,4,
636,2016,Sunrisers Hyderabad,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,8,0,
7894,2018,Mumbai Indians,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,1,
7895,2018,Delhi Daredevils,Kings XI Punjab,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,0,6,
7896,2018,Royal Challengers Bangalore,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,4,
7897,2018,Rajasthan Royals,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,9,
7898,2018,Kolkata Knight Riders,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,0,5,
7900,2018,Mumbai Indians,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,1,
7901,2018,Kings XI Punjab,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Royal Challengers Bangalore,0,4,
7902,2018,Mumbai Indians,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Delhi Daredevils,0,7,
7903,2018,Kolkata Knight Riders,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Sunrisers Hyderabad,0,5,
7904,2018,Rajasthan Royals,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Rajasthan Royals,19,0,
7905,2018,Kings XI Punjab,Chennai Super Kings,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,4,0,
7906,2018,Kolkata Knight Riders,Delhi Daredevils,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,71,0,
7907,2018,Mumbai Indians,Royal Challengers Bangalore,normal,,,90,,,,60,,,,30,,,,0,Mumbai Indians,46,0,
7908,2018,Rajasthan Royals,Kolkata Knight Riders,normal,,,90,,,,60,,,,30,,,,0,Kolkata Knight Riders,0,7,
7909,2018,Kings XI Punjab,Sunrisers Hyderabad,normal,,,90,,,,60,,,,30,,,,0,Kings XI Punjab,15,0,
7910,2018,Chennai Super Kings,Rajasthan Royals,normal,,,90,,,,60,,,,30,,,,0,Chennai Super Kings,64,0,
