id,season,team1,team2,result,target,team2_score,balls_30,team2_30_rn,team2_30_wk,team2_30_ach,balls_60,team2_60_rn,team2_60_wk,team2_60_ach,balls_90,team2_90_rn,team2_90_wk,team2_90_ach,dl_applied,winner,win_by_runs,win_by_wickets,team2_win,dls_5,dls_10,dls_15
336,2012,Mumbai Indians,Kings XI Punjab,normal,164,164,90,42,0,122,60,75,2,89,30,119,2,45,0,Kings XI Punjab,0,6,1,1,1,1
337,2012,Deccan Chargers,Kolkata Knight Riders,normal,127,127,90,32,1,95,60,65,3,62,30,97,4,30,0,Kolkata Knight Riders,0,5,1,1,1,1
338,2012,Royal Challengers Bangalore,Rajasthan Royals,normal,190,143,90,35,0,108,60,67,1,76,30,103,5,40,0,Royal Challengers Bangalore,46,0,0,1,0,0
339,2012,Pune Warriors,Delhi Daredevils,normal,147,148,90,46,1,102,60,99,1,49,30,134,2,14,0,Delhi Daredevils,0,8,1,1,1,1
340,2012,Kings XI Punjab,Mumbai Indians,normal,169,171,90,29,0,142,60,64,2,107,30,106,4,65,0,Mumbai Indians,0,4,1,1,0,0
341,2012,Deccan Chargers,Pune Warriors,normal,178,159,90,39,1,120,60,73,3,86,30,101,5,58,0,Deccan Chargers,18,0,0,1,0,0
342,2012,Delhi Daredevils,Mumbai Indians,normal,208,170,90,36,3,134,60,88,3,82,30,139,4,31,0,Delhi Daredevils,37,0,0,0,0,1
343,2012,Kings XI Punjab,Chennai Super Kings,normal,157,149,90,45,0,104,60,69,2,80,30,99,6,50,0,Kings XI Punjab,7,0,0,1,1,0
344,2012,Kolkata Knight Riders,Royal Challengers Bangalore,normal,191,143,90,32,1,111,60,56,3,87,30,87,4,56,0,Kolkata Knight Riders,47,0,0,0,0,0
345,2012,Delhi Daredevils,Rajasthan Royals,normal,153,151,90,30,0,121,60,67,0,84,30,108,1,43,0,Delhi Daredevils,1,0,0,1,1,1
346,2012,Deccan Chargers,Mumbai Indians,normal,101,101,90,27,1,74,60,52,3,49,30,77,4,24,0,Mumbai Indians,0,5,1,1,1,1
347,2012,Chennai Super Kings,Kolkata Knight Riders,normal,140,140,90,31,1,109,60,68,1,72,30,103,2,37,0,Kolkata Knight Riders,0,5,1,1,1,1
348,2012,Deccan Chargers,Pune Warriors,normal,187,173,90,31,1,142,60,75,1,98,30,116,3,57,0,Deccan Chargers,13,0,0,0,1,0
349,2012,Rajasthan Royals,Delhi Daredevils,normal,142,144,90,51,1,93,60,96,1,48,30,134,4,10,0,Delhi Daredevils,0,6,1,1,1,1
350,2012,Royal Challengers Bangalore,Kings XI Punjab,normal,159,163,90,44,1,119,60,80,2,83,30,132,2,31,0,Kings XI Punjab,0,4,1,1,1,1
351,2012,Mumbai Indians,Pune Warriors,normal,121,119,90,31,1,88,60,47,4,72,30,76,4,43,0,Mumbai Indians,1,0,0,1,0,0
352,2012,Chennai Super Kings,Deccan Chargers,normal,161,150,90,40,1,110,60,76,1,74,30,102,3,48,0,Chennai Super Kings,10,0,0,1,1,0
353,2012,Kolkata Knight Riders,Pune Warriors,normal,151,143,90,35,2,108,60,66,5,77,30,109,5,34,0,Kolkata Knight Riders,7,0,0,0,0,1
354,2012,Rajasthan Royals,Kings XI Punjab,normal,178,134,90,27,1,107,60,65,4,69,30,97,5,37,0,Rajasthan Royals,43,0,0,0,0,0
355,2012,Chennai Super Kings,Mumbai Indians,normal,174,174,90,38,1,136,60,74,1,100,30,131,1,43,0,Mumbai Indians,0,2,1,1,1,1
356,2012,Deccan Chargers,Royal Challengers Bangalore,normal,182,185,90,36,0,149,60,83,0,102,30,113,3,72,0,Royal Challengers Bangalore,0,5,1,1,1,0
357,2012,Delhi Daredevils,Kolkata Knight Riders,normal,154,154,90,50,0,104,60,80,1,74,30,128,1,26,0,Kolkata Knight Riders,0,6,1,1,1,1
358,2012,Pune Warriors,Rajasthan Royals,normal,126,126,90,41,1,85,60,79,2,47,30,112,3,14,0,Rajasthan Royals,0,7,1,1,1,1
359,2012,Kings XI Punjab,Deccan Chargers,normal,171,145,90,31,2,114,60,70,2,75,30,99,5,46,0,Kings XI Punjab,25,0,0,0,1,0
360,2012,Mumbai Indians,Royal Challengers Bangalore,normal,142,142,90,27,0,115,60,54,1,88,30,111,1,31,0,Royal Challengers Bangalore,0,9,1,1,1,1
361,2012,Rajasthan Royals,Chennai Super Kings,normal,127,127,90,30,1,97,60,53,2,74,30,77,4,50,0,Chennai Super Kings,0,4,1,1,1,0
362,2012,Royal Challengers Bangalore,Pune Warriors,normal,174,138,90,38,3,100,60,80,4,58,30,105,6,33,0,Royal Challengers Bangalore,35,0,0,0,0,0
363,2012,Mumbai Indians,Kolkata Knight Riders,normal,183,155,90,23,2,132,60,61,3,94,30,106,3,49,0,Mumbai Indians,27,0,0,0,0,0
364,2012,Delhi Daredevils,Chennai Super Kings,normal,115,115,90,38,0,77,60,75,0,40,30,112,1,3,0,Chennai Super Kings,0,9,1,1,1,1
365,2012,Rajasthan Royals,Pune Warriors,normal,171,125,90,26,4,99,60,60,4,65,30,97,6,28,0,Rajasthan Royals,45,0,0,0,0,0
366,2012,Deccan Chargers,Kings XI Punjab,normal,191,194,90,28,2,166,60,76,3,118,30,130,4,64,0,Kings XI Punjab,0,4,1,0,0,1
367,2012,Royal Challengers Bangalore,Mumbai Indians,normal,172,173,90,28,3,145,60,56,5,117,30,106,5,67,0,Mumbai Indians,0,5,1,0,0,0
368,2012,Kolkata Knight Riders,Chennai Super Kings,normal,159,160,90,44,0,116,60,96,0,64,30,115,3,45,0,Chennai Super Kings,0,5,1,1,1,1
369,2012,Kings XI Punjab,Delhi Daredevils,normal,137,140,90,36,2,104,60,55,4,85,30,103,5,37,0,Delhi Daredevils,0,5,1,1,0,1
370,2012,Kolkata Knight Riders,Mumbai Indians,normal,141,108,90,20,0,88,60,59,1,49,30,80,3,28,0,Kolkata Knight Riders,32,0,0,0,1,0
371,2012,Chennai Super Kings,Kings XI Punjab,normal,121,123,90,34,0,89,60,65,2,58,30,114,3,9,0,Kings XI Punjab,0,6,1,1,1,1
372,2012,Royal Challengers Bangalore,Delhi Daredevils,normal,216,194,90,47,2,147,60,96,3,98,30,149,4,45,0,Royal Challengers Bangalore,21,0,0,0,1,1
373,2012,Rajasthan Royals,Deccan Chargers,normal,127,128,90,44,0,84,60,69,1,59,30,99,3,29,0,Deccan Chargers,0,5,1,1,1,1
374,2012,Kings XI Punjab,Delhi Daredevils,normal,142,145,90,34,0,111,60,87,1,58,30,118,3,27,0,Delhi Daredevils,0,6,1,1,1,1
375,2012,Kolkata Knight Riders,Pune Warriors,normal,137,102,90,35,1,67,60,61,3,41,30,82,4,20,0,Kolkata Knight Riders,34,0,0,1,1,0
376,2012,Deccan Chargers,Royal Challengers Bangalore,normal,133,123,90,37,2,86,60,57,4,66,30,89,4,34,0,Deccan Chargers,9,0,0,1,0,1
377,2012,Rajasthan Royals,Mumbai Indians,normal,163,163,90,39,0,124,60,79,0,84,30,140,0,23,0,Mumbai Indians,0,10,1,1,1,1
378,2012,Kolkata Knight Riders,Delhi Daredevils,normal,163,144,90,47,2,97,60,83,2,61,30,109,4,35,0,Kolkata Knight Riders,18,0,0,1,1,1
379,2012,Chennai Super Kings,Mumbai Indians,normal,188,149,90,47,1,102,60,77,3,72,30,112,7,37,0,Chennai Super Kings,38,0,0,1,0,0
380,2012,Chennai Super Kings,Delhi Daredevils,normal,223,136,90,35,2,101,60,89,3,47,30,128,7,8,0,Chennai Super Kings,86,0,0,0,0,0
381,2012,Chennai Super Kings,Kolkata Knight Riders,normal,191,192,90,41,1,151,60,100,1,92,30,141,2,51,0,Kolkata Knight Riders,0,5,1,1,1,1
382,2013,Delhi Daredevils,Kolkata Knight Riders,normal,129,129,90,40,1,89,60,75,2,54,30,100,4,29,0,Kolkata Knight Riders,0,6,1,1,1,1
383,2013,Royal Challengers Bangalore,Mumbai Indians,normal,157,154,90,27,0,127,60,62,2,92,30,96,3,58,0,Royal Challengers Bangalore,2,0,0,1,1,0
384,2013,Sunrisers Hyderabad,Pune Warriors,normal,127,104,90,18,0,86,60,48,3,56,30,78,4,26,0,Sunrisers Hyderabad,22,0,0,0,0,0
385,2013,Rajasthan Royals,Delhi Daredevils,normal,166,160,90,33,0,127,60,73,1,87,30,120,2,40,0,Rajasthan Royals,5,0,0,1,1,1
386,2013,Mumbai Indians,Chennai Super Kings,normal,149,139,90,32,2,107,60,58,3,81,30,93,5,46,0,Mumbai Indians,9,0,0,0,0,0
387,2013,Pune Warriors,Kings XI Punjab,normal,100,100,90,54,1,46,60,84,2,16,30,100,2,0,0,Kings XI Punjab,0,8,1,1,1,1
388,2013,Royal Challengers Bangalore,Sunrisers Hyderabad,tie,131,130,90,31,2,99,60,56,3,74,30,91,4,39,0,Sunrisers Hyderabad,0,0,1,0,0,1
389,2013,Rajasthan Royals,Kolkata Knight Riders,normal,145,125,90,36,2,89,60,55,5,70,30,99,7,26,0,Rajasthan Royals,19,0,0,0,0,0
390,2013,Mumbai Indians,Delhi Daredevils,normal,210,165,90,42,2,123,60,84,2,81,30,126,5,39,0,Mumbai Indians,44,0,0,0,1,0
391,2013,Kings XI Punjab,Chennai Super Kings,normal,139,139,90,31,0,108,60,65,0,74,30,103,0,36,0,Chennai Super Kings,0,10,1,1,1,1
392,2013,Kolkata Knight Riders,Royal Challengers Bangalore,normal,155,158,90,21,1,137,60,80,2,78,30,117,2,41,0,Royal Challengers Bangalore,0,8,1,0,1,1
393,2013,Rajasthan Royals,Pune Warriors,normal,146,148,90,58,1,90,60,87,1,61,30,117,2,31,0,Pune Warriors,0,7,1,1,1,1
394,2013,Delhi Daredevils,Sunrisers Hyderabad,normal,115,115,90,25,1,90,60,51,2,64,30,76,5,39,0,Sunrisers Hyderabad,0,3,1,1,1,0
395,2013,Mumbai Indians,Pune Warriors,normal,184,142,90,34,3,108,60,72,5,70,30,118,6,24,0,Mumbai Indians,41,0,0,0,0,0
396,2013,Royal Challengers Bangalore,Chennai Super Kings,normal,166,166,90,17,2,149,60,64,2,102,30,101,4,65,0,Chennai Super Kings,0,4,1,0,0,0
397,2013,Kolkata Knight Riders,Sunrisers Hyderabad,normal,181,132,90,33,0,99,60,68,1,64,30,104,3,28,0,Kolkata Knight Riders,48,0,0,1,1,0
398,2013,Kings XI Punjab,Rajasthan Royals,normal,125,126,90,44,1,82,60,68,3,58,30,94,4,32,0,Rajasthan Royals,0,6,1,1,1,1
399,2013,Pune Warriors,Chennai Super Kings,normal,160,135,90,25,2,110,60,63,3,72,30,99,5,36,0,Pune Warriors,24,0,0,0,0,0
400,2013,Kings XI Punjab,Kolkata Knight Riders,normal,158,153,90,34,2,119,60,82,2,71,30,116,4,37,0,Kings XI Punjab,4,0,0,0,1,1
401,2013,Delhi Daredevils,Royal Challengers Bangalore,tie,153,152,90,43,2,109,60,84,2,68,30,126,2,26,0,Royal Challengers Bangalore,0,0,1,1,1,1
402,2013,Sunrisers Hyderabad,Pune Warriors,normal,120,108,90,39,2,69,60,65,3,43,30,87,4,21,0,Sunrisers Hyderabad,11,0,0,1,1,1
403,2013,Rajasthan Royals,Mumbai Indians,normal,180,92,90,24,2,68,60,42,4,50,30,71,7,21,0,Rajasthan Royals,87,0,0,0,0,0
404,2013,Chennai Super Kings,Delhi Daredevils,normal,170,83,90,30,3,53,60,58,4,25,30,80,7,3,0,Chennai Super Kings,86,0,0,0,0,0
405,2013,Kings XI Punjab,Sunrisers Hyderabad,normal,124,127,90,25,1,102,60,56,2,71,30,87,3,40,0,Sunrisers Hyderabad,0,5,1,1,1,1
406,2013,Kolkata Knight Riders,Chennai Super Kings,normal,120,124,90,26,1,98,60,48,3,76,30,70,4,54,0,Chennai Super Kings,0,4,1,1,0,0
407,2013,Rajasthan Royals,Royal Challengers Bangalore,normal,118,123,90,46,0,77,60,67,3,56,30,98,3,25,0,Royal Challengers Bangalore,0,7,1,1,1,1
408,2013,Mumbai Indians,Delhi Daredevils,normal,162,165,90,51,0,114,60,102,0,63,30,144,0,21,0,Delhi Daredevils,0,9,1,1,1,1
409,2013,Pune Warriors,Kings XI Punjab,normal,186,186,90,44,2,142,60,83,3,103,30,129,3,57,0,Kings XI Punjab,0,7,1,0,1,1
410,2013,Rajasthan Royals,Chennai Super Kings,normal,186,186,90,45,1,141,60,92,1,94,30,140,2,46,0,Chennai Super Kings,0,5,1,1,1,1
411,2013,Royal Challengers Bangalore,Pune Warriors,normal,264,133,90,37,2,96,60,76,4,57,30,111,5,22,0,Royal Challengers Bangalore,130,0,0,0,0,0
412,2013,Kings XI Punjab,Delhi Daredevils,normal,172,164,90,14,3,150,60,57,3,107,30,100,4,64,0,Kings XI Punjab,7,0,0,0,0,0
413,2013,Kolkata Knight Riders,Mumbai Indians,normal,160,162,90,30,1,132,60,79,2,83,30,116,3,46,0,Mumbai Indians,0,5,1,0,1,1
414,2013,Sunrisers Hyderabad,Chennai Super Kings,normal,160,160,90,46,0,114,60,76,2,84,30,114,3,46,0,Chennai Super Kings,0,5,1,1,1,1
415,2013,Kings XI Punjab,Kolkata Knight Riders,normal,150,150,90,36,2,114,60,75,2,75,30,118,3,32,0,Kolkata Knight Riders,0,6,1,0,1,1
416,2013,Sunrisers Hyderabad,Rajasthan Royals,normal,145,146,90,21,1,125,60,53,1,93,30,109,2,37,0,Rajasthan Royals,0,8,1,0,1,1
417,2013,Mumbai Indians,Royal Challengers Bangalore,normal,195,136,90,34,0,102,60,66,4,70,30,94,7,42,0,Mumbai Indians,58,0,0,1,0,0
418,2013,Chennai Super Kings,Kolkata Knight Riders,normal,201,186,90,51,1,135,60,85,2,101,30,126,3,60,0,Chennai Super Kings,14,0,0,1,1,0
419,2013,Delhi Daredevils,Pune Warriors,normal,165,149,90,37,0,112,60,75,0,74,30,110,2,39,0,Delhi Daredevils,15,0,0,1,1,1
420,2013,Royal Challengers Bangalore,Rajasthan Royals,normal,172,173,90,36,1,137,60,80,2,93,30,120,3,53,0,Rajasthan Royals,0,4,1,1,1,1
421,2013,Mumbai Indians,Kings XI Punjab,normal,175,170,90,38,2,132,60,80,5,90,30,118,7,52,0,Mumbai Indians,4,0,0,0,0,0
422,2013,Chennai Super Kings,Pune Warriors,normal,165,127,90,43,4,84,60,68,6,59,30,93,7,34,0,Chennai Super Kings,37,0,0,0,0,0
423,2013,Mumbai Indians,Sunrisers Hyderabad,normal,130,130,90,25,1,105,60,61,2,69,30,106,2,24,0,Sunrisers Hyderabad,0,7,1,1,1,1
424,2013,Kolkata Knight Riders,Delhi Daredevils,normal,137,137,90,32,2,105,60,56,2,81,30,100,2,37,0,Delhi Daredevils,0,7,1,0,1,1
425,2013,Chennai Super Kings,Kings XI Punjab,normal,187,171,90,27,1,144,60,65,2,106,30,122,3,49,0,Chennai Super Kings,15,0,0,0,0,1
426,2013,Royal Challengers Bangalore,Pune Warriors,normal,188,170,90,35,1,135,60,77,2,93,30,122,4,48,0,Royal Challengers Bangalore,17,0,0,0,1,0
427,2013,Rajasthan Royals,Kolkata Knight Riders,normal,133,133,90,40,0,93,60,82,2,51,30,114,2,19,0,Kolkata Knight Riders,0,8,1,1,1,1
428,2013,Delhi Daredevils,Sunrisers Hyderabad,normal,81,81,90,33,1,48,60,55,3,26,30,81,4,0,0,Sunrisers Hyderabad,0,6,1,1,1,1
429,2013,Royal Challengers Bangalore,Kings XI Punjab,normal,175,176,90,33,1,143,60,79,1,97,30,140,1,36,0,Kings XI Punjab,0,7,1,0,1,1
430,2013,Mumbai Indians,Chennai Super Kings,normal,140,79,90,21,4,58,60,48,6,31,30,78,9,1,0,Mumbai Indians,60,0,0,0,0,0
431,2013,Pune Warriors,Rajasthan Royals,normal,179,182,90,40,0,142,60,84,0,98,30,128,2,54,0,Rajasthan Royals,0,5,1,1,1,1
432,2013,Sunrisers Hyderabad,Royal Challengers Bangalore,normal,162,162,90,39,0,123,60,69,2,93,30,117,3,45,0,Royal Challengers Bangalore,0,7,1,1,1,1
433,2013,Delhi Daredevils,Rajasthan Royals,normal,155,155,90,36,0,119,60,77,0,78,30,126,1,29,0,Rajasthan Royals,0,9,1,1,1,1
434,2013,Mumbai Indians,Kolkata Knight Riders,normal,171,105,90,30,1,75,60,62,4,43,30,92,7,13,0,Mumbai Indians,65,0,0,0,0,0
435,2013,Chennai Super Kings,Sunrisers Hyderabad,normal,224,146,90,46,1,100,60,75,5,71,30,109,6,37,0,Chennai Super Kings,77,0,0,1,0,0
436,2013,Kings XI Punjab,Rajasthan Royals,normal,146,147,90,31,1,116,60,73,2,74,30,105,2,42,0,Rajasthan Royals,0,8,1,1,1,1
437,2013,Kolkata Knight Riders,Pune Warriors,normal,153,106,90,29,2,77,60,49,3,57,30,80,5,26,0,Kolkata Knight Riders,46,0,0,0,0,0
438,2013,Royal Challengers Bangalore,Delhi Daredevils,normal,184,179,90,48,1,131,60,88,3,91,30,123,4,56,0,Royal Challengers Bangalore,4,0,0,1,1,1
439,2013,Pune Warriors,Mumbai Indians,normal,113,116,90,26,2,90,60,50,3,66,30,83,3,33,0,Mumbai Indians,0,5,1,0,1,1
440,2013,Sunrisers Hyderabad,Kings XI Punjab,normal,151,120,90,29,1,91,60,54,4,66,30,93,4,27,0,Sunrisers Hyderabad,30,0,0,1,0,0
441,2013,Royal Challengers Bangalore,Kolkata Knight Riders,normal,116,116,90,27,1,89,60,61,2,55,30,85,3,31,0,Kolkata Knight Riders,0,5,1,1,1,1
442,2013,Chennai Super Kings,Rajasthan Royals,normal,142,144,90,19,3,125,60,49,4,95,30,130,4,14,0,Rajasthan Royals,0,5,1,0,0,1
443,2013,Delhi Daredevils,Kings XI Punjab,normal,121,121,90,51,3,70,60,77,4,44,30,101,4,20,0,Kings XI Punjab,0,5,1,1,1,1
444,2013,Sunrisers Hyderabad,Mumbai Indians,normal,179,184,90,35,1,149,60,73,1,111,30,113,4,71,0,Mumbai Indians,0,7,1,1,1,0
445,2013,Pune Warriors,Kolkata Knight Riders,normal,171,163,90,30,3,133,60,74,3,89,30,122,3,41,0,Pune Warriors,7,0,0,0,0,1
446,2013,Chennai Super Kings,Delhi Daredevils,normal,169,135,90,34,2,101,60,65,5,70,30,103,6,32,0,Chennai Super Kings,33,0,0,0,0,0
447,2013,Mumbai Indians,Rajasthan Royals,normal,167,152,90,27,3,125,60,60,5,92,30,106,6,46,0,Mumbai Indians,14,0,0,0,0,0
448,2013,Royal Challengers Bangalore,Kings XI Punjab,normal,191,194,90,31,2,163,60,68,4,126,30,138,4,56,0,Kings XI Punjab,0,6,1,0,0,1
449,2013,Sunrisers Hyderabad,Rajasthan Royals,normal,137,113,90,30,0,83,60,44,2,69,30,73,5,40,0,Sunrisers Hyderabad,23,0,0,1,0,0
450,2013,Kings XI Punjab,Mumbai Indians,normal,184,133,90,37,2,96,60,69,4,64,30,107,5,26,0,Kings XI Punjab,50,0,0,0,0,0
451,2013,Pune Warriors,Delhi Daredevils,normal,173,134,90,40,2,94,60,65,5,69,30,104,5,30,0,Pune Warriors,38,0,0,0,0,0
453,2013,Kolkata Knight Riders,Sunrisers Hyderabad,normal,131,132,90,30,0,102,60,77,0,55,30,106,3,26,0,Sunrisers Hyderabad,0,5,1,1,1,1
454,2013,Chennai Super Kings,Mumbai Indians,normal,193,144,90,40,1,104,60,92,2,52,30,127,5,17,0,Chennai Super Kings,48,0,0,1,1,0
455,2013,Sunrisers Hyderabad,Rajasthan Royals,normal,133,135,90,28,1,107,60,57,5,78,30,99,5,36,0,Rajasthan Royals,0,4,1,1,0,1
456,2013,Rajasthan Royals,Mumbai Indians,normal,166,169,90,36,0,133,60,73,1,96,30,126,2,43,0,Mumbai Indians,0,4,1,1,1,1
457,2013,Mumbai Indians,Chennai Super Kings,normal,149,125,90,29,3,96,60,54,6,71,30,83,8,42,0,Mumbai Indians,23,0,0,0,0,0
458,2014,Kolkata Knight Riders,Mumbai Indians,normal,164,122,90,25,1,97,60,54,2,68,30,95,2,27,0,Kolkata Knight Riders,41,0,0,0,0,0
459,2014,Delhi Daredevils,Royal Challengers Bangalore,normal,146,146,90,37,1,109,60,69,2,77,30,124,2,22,0,Royal Challengers Bangalore,0,8,1,1,1,1
460,2014,Chennai Super Kings,Kings XI Punjab,normal,206,206,90,52,2,154,60,93,3,113,30,156,3,50,0,Kings XI Punjab,0,6,1,1,1,1
461,2014,Sunrisers Hyderabad,Rajasthan Royals,normal,134,135,90,28,2,107,60,61,3,74,30,102,3,33,0,Rajasthan Royals,0,4,1,0,1,1
462,2014,Mumbai Indians,Royal Challengers Bangalore,normal,116,116,90,24,3,92,60,50,3,66,30,92,3,24,0,Royal Challengers Bangalore,0,7,1,0,0,1
463,2014,Kolkata Knight Riders,Delhi Daredevils,normal,167,167,90,43,2,124,60,84,3,83,30,123,4,44,0,Delhi Daredevils,0,4,1,1,1,1
464,2014,Rajasthan Royals,Kings XI Punjab,normal,192,193,90,30,2,163,60,69,2,124,30,132,3,61,0,Kings XI Punjab,0,7,1,0,0,1
465,2014,Chennai Super Kings,Delhi Daredevils,normal,178,84,90,18,3,66,60,53,5,31,30,82,8,2,0,Chennai Super Kings,93,0,0,0,0,0
466,2014,Kings XI Punjab,Sunrisers Hyderabad,normal,194,121,90,33,3,88,60,74,4,47,30,99,7,22,0,Kings XI Punjab,72,0,0,0,0,0
467,2014,Chennai Super Kings,Rajasthan Royals,normal,141,133,90,37,1,96,60,56,4,77,30,87,8,46,0,Chennai Super Kings,7,0,0,1,0,0
468,2014,Kolkata Knight Riders,Royal Challengers Bangalore,normal,151,148,90,34,0,114,60,77,2,71,30,116,2,32,0,Kolkata Knight Riders,2,0,0,1,1,1
469,2014,Sunrisers Hyderabad,Delhi Daredevils,normal,185,180,90,37,0,143,60,86,0,94,30,119,2,61,0,Sunrisers Hyderabad,4,0,0,1,1,1
470,2014,Mumbai Indians,Chennai Super Kings,normal,142,142,90,37,0,105,60,76,2,66,30,107,2,35,0,Chennai Super Kings,0,7,1,1,1,1
471,2014,Royal Challengers Bangalore,Rajasthan Royals,normal,71,71,90,32,1,39,60,48,3,23,30,71,4,0,0,Rajasthan Royals,0,6,1,1,1,1
472,2014,Kings XI Punjab,Kolkata Knight Riders,normal,133,109,90,19,2,90,60,43,3,66,30,75,7,34,0,Kings XI Punjab,23,0,0,0,0,0
473,2014,Mumbai Indians,Delhi Daredevils,normal,126,126,90,30,0,96,60,55,1,71,30,103,2,23,0,Delhi Daredevils,0,6,1,1,1,1
474,2014,Sunrisers Hyderabad,Chennai Super Kings,normal,146,146,90,36,0,110,60,75,0,71,30,124,2,22,0,Chennai Super Kings,0,5,1,1,1,1
475,2014,Royal Challengers Bangalore,Kings XI Punjab,normal,125,127,90,31,1,96,60,63,3,64,30,101,5,26,0,Kings XI Punjab,0,5,1,1,1,1
476,2014,Rajasthan Royals,Kolkata Knight Riders,tie,153,152,90,30,1,122,60,59,2,93,30,101,4,51,0,Rajasthan Royals,0,0,0,1,0,0
477,2014,Sunrisers Hyderabad,Mumbai Indians,normal,173,157,90,24,2,133,60,60,3,97,30,106,3,51,0,Sunrisers Hyderabad,15,0,0,0,0,0
478,2014,Chennai Super Kings,Kolkata Knight Riders,normal,149,114,90,38,2,76,60,66,5,48,30,91,7,23,0,Chennai Super Kings,34,0,0,1,0,0
479,2014,Kings XI Punjab,Mumbai Indians,normal,169,170,90,42,2,128,60,70,3,100,30,118,3,52,0,Mumbai Indians,0,5,1,0,0,1
480,2014,Delhi Daredevils,Rajasthan Royals,normal,153,156,90,31,1,125,60,71,2,85,30,115,3,41,0,Rajasthan Royals,0,7,1,1,1,1
481,2014,Sunrisers Hyderabad,Royal Challengers Bangalore,normal,156,158,90,32,2,126,60,59,3,99,30,97,5,61,0,Royal Challengers Bangalore,0,4,1,0,0,0
482,2014,Rajasthan Royals,Kolkata Knight Riders,normal,171,160,90,39,0,121,60,80,0,80,30,122,3,38,0,Rajasthan Royals,10,0,0,1,1,1
483,2014,Delhi Daredevils,Chennai Super Kings,normal,179,181,90,47,0,134,60,69,0,112,30,127,1,54,0,Chennai Super Kings,0,8,1,1,1,1
484,2014,Mumbai Indians,Royal Challengers Bangalore,normal,188,168,90,53,0,115,60,98,2,70,30,125,4,43,0,Mumbai Indians,19,0,0,1,1,1
485,2014,Delhi Daredevils,Kolkata Knight Riders,normal,161,161,90,42,0,119,60,90,0,71,30,128,1,33,0,Kolkata Knight Riders,0,8,1,1,1,1
486,2014,Kings XI Punjab,Chennai Super Kings,normal,232,187,90,34,1,153,60,85,2,102,30,119,4,68,0,Kings XI Punjab,44,0,0,0,0,0
487,2014,Sunrisers Hyderabad,Rajasthan Royals,normal,135,102,90,32,2,70,60,60,4,42,30,81,5,21,0,Sunrisers Hyderabad,32,0,0,0,0,0
488,2014,Kings XI Punjab,Royal Challengers Bangalore,normal,199,166,90,22,2,144,60,52,5,114,30,109,6,57,0,Kings XI Punjab,32,0,0,0,0,0
490,2014,Mumbai Indians,Chennai Super Kings,normal,158,160,90,34,1,126,60,75,2,85,30,112,2,48,0,Chennai Super Kings,0,4,1,1,1,1
491,2014,Kings XI Punjab,Kolkata Knight Riders,normal,150,150,90,48,0,102,60,89,1,61,30,123,1,27,0,Kolkata Knight Riders,0,9,1,1,1,1
492,2014,Royal Challengers Bangalore,Rajasthan Royals,normal,191,191,90,38,0,153,60,68,3,123,30,122,5,69,0,Rajasthan Royals,0,5,1,1,0,0
493,2014,Sunrisers Hyderabad,Mumbai Indians,normal,158,160,90,32,1,128,60,75,1,85,30,125,1,35,0,Mumbai Indians,0,7,1,1,1,1
494,2014,Rajasthan Royals,Chennai Super Kings,normal,149,149,90,42,2,107,60,76,3,73,30,106,4,43,0,Chennai Super Kings,0,5,1,1,1,1
495,2014,Royal Challengers Bangalore,Delhi Daredevils,normal,187,170,90,36,2,134,60,76,3,94,30,119,5,51,0,Royal Challengers Bangalore,16,0,0,0,0,0
496,2014,Sunrisers Hyderabad,Kings XI Punjab,normal,206,211,90,66,1,145,60,131,3,80,30,169,4,42,0,Kings XI Punjab,0,6,1,1,1,1
497,2014,Mumbai Indians,Kolkata Knight Riders,normal,142,142,90,40,0,102,60,68,1,74,30,100,2,42,0,Kolkata Knight Riders,0,6,1,1,1,1
498,2014,Rajasthan Royals,Delhi Daredevils,normal,202,139,90,30,2,109,60,62,5,77,30,93,8,46,0,Rajasthan Royals,62,0,0,0,0,0
499,2014,Chennai Super Kings,Royal Challengers Bangalore,normal,139,142,90,17,1,125,60,45,1,97,30,86,2,56,0,Royal Challengers Bangalore,0,5,1,0,0,0
500,2014,Sunrisers Hyderabad,Kolkata Knight Riders,normal,143,146,90,21,1,125,60,60,2,86,30,103,2,43,0,Kolkata Knight Riders,0,7,1,0,1,1
501,2014,Mumbai Indians,Rajasthan Royals,normal,179,153,90,41,2,112,60,69,5,84,30,96,7,57,0,Mumbai Indians,25,0,0,0,0,0
502,2014,Delhi Daredevils,Kings XI Punjab,normal,165,165,90,55,0,110,60,95,4,70,30,127,5,38,0,Kings XI Punjab,0,4,1,1,1,1
503,2014,Royal Challengers Bangalore,Sunrisers Hyderabad,normal,161,161,90,45,0,116,60,72,0,89,30,116,1,45,0,Sunrisers Hyderabad,0,7,1,1,1,1
504,2014,Chennai Super Kings,Kolkata Knight Riders,normal,155,156,90,45,0,111,60,88,1,68,30,119,2,37,0,Kolkata Knight Riders,0,8,1,1,1,1
505,2014,Kings XI Punjab,Mumbai Indians,normal,157,159,90,53,0,106,60,96,1,63,30,133,2,26,0,Mumbai Indians,0,7,1,1,1,1
506,2014,Kolkata Knight Riders,Royal Challengers Bangalore,normal,196,165,90,30,1,135,60,72,1,93,30,106,3,59,0,Kolkata Knight Riders,30,0,0,0,1,0
