id,season,team1,team2,result,target,team2_score,balls_30,team2_30_rn,team2_30_wk,team2_30_ach,balls_60,team2_60_rn,team2_60_wk,team2_60_ach,balls_90,team2_90_rn,team2_90_wk,team2_90_ach,dl_applied,winner,win_by_runs,win_by_wickets,team2_win,dls_5,dls_10,dls_15
162,2009,Mumbai Indians,Chennai Super Kings,normal,148,151,90,34,2,117,60,56,2,95,30,102,3,49,0,Chennai Super Kings,0,7,1,0,0,1
163,2009,Kolkata Knight Riders,Deccan Chargers,normal,161,166,90,41,0,125,60,71,1,95,30,105,2,61,0,Deccan Chargers,0,6,1,1,1,1
164,2009,Kings XI Punjab,Deccan Chargers,normal,135,133,90,40,2,93,60,65,2,68,30,86,5,47,0,Kings XI Punjab,1,0,0,1,1,0
165,2009,Delhi Daredevils,Rajasthan Royals,normal,151,136,90,19,2,117,60,60,3,76,30,93,5,43,0,Delhi Daredevils,14,0,0,0,0,0
166,2009,Chennai Super Kings,Kolkata Knight Riders,normal,189,189,90,34,1,155,60,83,1,106,30,131,2,58,0,Kolkata Knight Riders,0,7,1,0,1,1
167,2009,Delhi Daredevils,Royal Challengers Bangalore,normal,135,135,90,19,1,116,60,54,1,81,30,102,3,33,0,Royal Challengers Bangalore,0,7,1,0,1,1
168,2009,Rajasthan Royals,Kolkata Knight Riders,normal,102,102,90,21,3,81,60,38,5,64,30,65,6,37,0,Kolkata Knight Riders,0,4,1,0,0,0
169,2009,Chennai Super Kings,Kings XI Punjab,normal,117,92,90,26,1,66,60,42,2,50,30,59,4,33,0,Chennai Super Kings,24,0,0,1,0,0
170,2009,Mumbai Indians,Delhi Daredevils,normal,166,166,90,46,1,120,60,93,1,73,30,146,4,20,0,Delhi Daredevils,0,4,1,1,1,1
171,2009,Royal Challengers Bangalore,Deccan Chargers,normal,171,158,90,45,0,113,60,85,1,73,30,119,3,39,0,Royal Challengers Bangalore,12,0,0,1,1,1
172,2009,Delhi Daredevils,Deccan Chargers,normal,154,154,90,59,1,95,60,102,3,52,30,146,4,8,0,Deccan Chargers,0,6,1,1,1,1
173,2009,Chennai Super Kings,Royal Challengers Bangalore,normal,147,149,90,49,2,100,60,82,2,67,30,110,3,39,0,Royal Challengers Bangalore,0,6,1,1,1,1
174,2009,Deccan Chargers,Royal Challengers Bangalore,normal,144,137,90,33,1,104,60,69,3,68,30,103,6,34,0,Deccan Chargers,6,0,0,1,1,0
175,2010,Kolkata Knight Riders,Deccan Chargers,normal,162,150,90,56,0,94,60,88,1,62,30,122,4,28,0,Kolkata Knight Riders,11,0,0,1,1,1
176,2010,Mumbai Indians,Rajasthan Royals,normal,213,208,90,38,1,170,60,69,4,139,30,143,4,65,0,Mumbai Indians,4,0,0,0,0,1
177,2010,Kings XI Punjab,Delhi Daredevils,normal,143,146,90,30,2,116,60,61,3,85,30,105,4,41,0,Delhi Daredevils,0,5,1,0,0,1
178,2010,Royal Challengers Bangalore,Kolkata Knight Riders,normal,136,136,90,52,0,84,60,85,0,51,30,116,2,20,0,Kolkata Knight Riders,0,7,1,1,1,1
179,2010,Deccan Chargers,Chennai Super Kings,normal,191,159,90,31,3,128,60,70,5,89,30,108,6,51,0,Deccan Chargers,31,0,0,0,0,0
180,2010,Rajasthan Royals,Delhi Daredevils,normal,142,142,90,47,2,95,60,99,3,43,30,131,4,11,0,Delhi Daredevils,0,6,1,1,1,1
181,2010,Kings XI Punjab,Royal Challengers Bangalore,normal,204,204,90,43,0,161,60,89,1,115,30,149,2,55,0,Royal Challengers Bangalore,0,8,1,1,1,1
182,2010,Chennai Super Kings,Kolkata Knight Riders,normal,165,109,90,34,3,75,60,67,5,42,30,90,9,19,0,Chennai Super Kings,55,0,0,0,0,0
183,2010,Mumbai Indians,Delhi Daredevils,normal,219,120,90,49,1,71,60,84,5,36,30,119,8,1,0,Mumbai Indians,98,0,0,1,0,0
184,2010,Rajasthan Royals,Royal Challengers Bangalore,normal,93,93,90,52,0,41,60,90,0,3,30,93,0,0,0,Royal Challengers Bangalore,0,10,1,1,1,1
185,2010,Delhi Daredevils,Chennai Super Kings,normal,186,190,90,50,1,140,60,102,2,88,30,153,3,37,0,Chennai Super Kings,0,5,1,1,1,1
186,2010,Deccan Chargers,Kings XI Punjab,normal,171,164,90,22,3,142,60,57,4,107,30,98,6,66,0,Deccan Chargers,6,0,0,0,0,0
187,2010,Rajasthan Royals,Kolkata Knight Riders,normal,169,134,90,37,1,97,60,65,1,69,30,99,3,35,0,Rajasthan Royals,34,0,0,1,1,0
188,2010,Mumbai Indians,Royal Challengers Bangalore,normal,152,155,90,40,0,115,60,85,1,70,30,117,2,38,0,Royal Challengers Bangalore,0,7,1,1,1,1
189,2010,Deccan Chargers,Delhi Daredevils,normal,172,161,90,41,1,120,60,85,1,76,30,116,4,45,0,Deccan Chargers,10,0,0,1,1,1
190,2010,Kings XI Punjab,Chennai Super Kings,tie,137,136,90,34,0,102,60,73,1,63,30,109,4,27,0,Kings XI Punjab,0,0,0,1,1,1
191,2010,Kolkata Knight Riders,Mumbai Indians,normal,156,156,90,51,0,105,60,76,1,80,30,122,2,34,0,Mumbai Indians,0,7,1,1,1,1
192,2010,Royal Challengers Bangalore,Chennai Super Kings,normal,172,135,90,22,1,113,60,61,3,74,30,95,5,40,0,Royal Challengers Bangalore,36,0,0,0,0,0
193,2010,Rajasthan Royals,Kings XI Punjab,normal,184,152,90,59,1,93,60,102,2,50,30,127,6,25,0,Rajasthan Royals,31,0,0,1,1,0
194,2010,Chennai Super Kings,Mumbai Indians,normal,181,181,90,50,0,131,60,98,2,83,30,133,3,48,0,Mumbai Indians,0,5,1,1,1,1
195,2010,Deccan Chargers,Rajasthan Royals,normal,149,151,90,51,0,100,60,95,1,56,30,139,2,12,0,Rajasthan Royals,0,8,1,1,1,1
196,2010,Kolkata Knight Riders,Kings XI Punjab,normal,184,144,90,31,1,113,60,74,3,70,30,102,5,42,0,Kolkata Knight Riders,39,0,0,0,0,0
197,2010,Delhi Daredevils,Royal Challengers Bangalore,normal,184,166,90,37,0,129,60,78,1,88,30,121,5,45,0,Delhi Daredevils,17,0,0,1,1,0
198,2010,Rajasthan Royals,Chennai Super Kings,normal,178,160,90,50,1,110,60,80,3,80,30,119,3,41,0,Rajasthan Royals,17,0,0,1,1,1
199,2010,Mumbai Indians,Deccan Chargers,normal,173,131,90,48,2,83,60,78,4,53,30,122,7,9,0,Mumbai Indians,41,0,0,1,0,0
200,2010,Delhi Daredevils,Kolkata Knight Riders,normal,178,137,90,32,3,105,60,55,4,82,30,98,5,39,0,Delhi Daredevils,40,0,0,0,0,0
201,2010,Kings XI Punjab,Mumbai Indians,normal,164,164,90,37,0,127,60,82,2,82,30,118,3,46,0,Mumbai Indians,0,4,1,1,1,1
202,2010,Royal Challengers Bangalore,Chennai Super Kings,normal,162,162,90,47,0,115,60,89,1,73,30,125,2,37,0,Chennai Super Kings,0,5,1,1,1,1
203,2010,Delhi Daredevils,Rajasthan Royals,normal,189,121,90,33,4,88,60,69,5,52,30,107,8,14,0,Delhi Daredevils,67,0,0,0,0,0
204,2010,Kolkata Knight Riders,Deccan Chargers,normal,182,157,90,46,1,111,60,87,2,70,30,125,3,32,0,Kolkata Knight Riders,24,0,0,1,1,1
205,2010,Kings XI Punjab,Royal Challengers Bangalore,normal,182,184,90,40,1,144,60,77,2,107,30,122,2,62,0,Royal Challengers Bangalore,0,6,1,1,1,1
206,2010,Chennai Super Kings,Rajasthan Royals,normal,247,223,90,47,0,176,60,105,2,118,30,175,2,48,0,Chennai Super Kings,23,0,0,1,1,1
207,2010,Mumbai Indians,Deccan Chargers,normal,179,115,90,36,1,79,60,68,3,47,30,98,6,17,0,Mumbai Indians,63,0,0,1,0,0
208,2010,Kolkata Knight Riders,Kings XI Punjab,normal,201,204,90,52,1,152,60,107,1,97,30,156,2,48,0,Kings XI Punjab,0,8,1,1,1,1
209,2010,Delhi Daredevils,Royal Challengers Bangalore,normal,185,147,90,36,1,111,60,56,2,91,30,111,4,36,0,Delhi Daredevils,37,0,0,1,0,0
210,2010,Rajasthan Royals,Deccan Chargers,normal,160,157,90,48,2,109,60,86,2,71,30,118,4,39,0,Rajasthan Royals,2,0,0,1,1,1
211,2010,Chennai Super Kings,Mumbai Indians,normal,166,141,90,38,0,103,60,67,2,74,30,92,7,49,0,Chennai Super Kings,24,0,0,1,1,0
212,2010,Kings XI Punjab,Rajasthan Royals,normal,154,157,90,65,0,92,60,111,1,46,30,157,1,0,0,Rajasthan Royals,0,9,1,1,1,1
213,2010,Kolkata Knight Riders,Delhi Daredevils,normal,182,167,90,39,1,128,60,91,1,76,30,135,4,32,0,Kolkata Knight Riders,14,0,0,1,1,1
214,2010,Royal Challengers Bangalore,Deccan Chargers,normal,185,186,90,30,1,156,60,80,1,106,30,125,3,61,0,Deccan Chargers,0,7,1,0,1,1
215,2010,Mumbai Indians,Kings XI Punjab,normal,155,158,90,46,1,112,60,87,1,71,30,116,2,42,0,Kings XI Punjab,0,6,1,1,1,1
216,2010,Chennai Super Kings,Deccan Chargers,normal,139,139,90,35,2,104,60,56,2,83,30,102,3,37,0,Deccan Chargers,0,6,1,1,1,1
217,2010,Kolkata Knight Riders,Royal Challengers Bangalore,normal,161,162,90,33,1,129,60,76,1,86,30,120,3,42,0,Royal Challengers Bangalore,0,7,1,1,1,1
218,2010,Delhi Daredevils,Kings XI Punjab,normal,112,112,90,32,0,80,60,59,1,53,30,88,2,24,0,Kings XI Punjab,0,7,1,1,1,1
219,2010,Mumbai Indians,Rajasthan Royals,normal,175,137,90,20,3,117,60,60,4,77,30,89,7,48,0,Mumbai Indians,37,0,0,0,0,0
220,2010,Deccan Chargers,Royal Challengers Bangalore,normal,152,138,90,32,1,106,60,72,1,66,30,102,4,36,0,Deccan Chargers,13,0,0,1,1,1
221,2010,Mumbai Indians,Delhi Daredevils,normal,184,144,90,55,1,89,60,87,4,57,30,108,6,36,0,Mumbai Indians,39,0,0,1,0,0
222,2010,Kolkata Knight Riders,Chennai Super Kings,normal,140,143,90,60,1,83,60,103,1,40,30,143,1,0,0,Chennai Super Kings,0,9,1,1,1,1
223,2010,Rajasthan Royals,Royal Challengers Bangalore,normal,131,132,90,42,2,90,60,91,2,41,30,124,5,8,0,Royal Challengers Bangalore,0,5,1,1,1,1
224,2010,Chennai Super Kings,Delhi Daredevils,normal,113,113,90,26,3,87,60,56,4,57,30,80,4,33,0,Delhi Daredevils,0,6,1,0,0,1
225,2010,Kings XI Punjab,Deccan Chargers,normal,175,178,90,37,1,141,60,82,2,96,30,131,4,47,0,Deccan Chargers,0,5,1,1,1,1
226,2010,Mumbai Indians,Royal Challengers Bangalore,normal,192,134,90,30,1,104,60,64,3,70,30,98,6,36,0,Mumbai Indians,57,0,0,0,0,0
227,2010,Rajasthan Royals,Kolkata Knight Riders,normal,133,133,90,38,2,95,60,69,2,64,30,118,2,15,0,Kolkata Knight Riders,0,8,1,1,1,1
228,2010,Kings XI Punjab,Chennai Super Kings,normal,193,195,90,37,2,158,60,94,3,101,30,130,3,65,0,Chennai Super Kings,0,6,1,0,1,1
229,2010,Deccan Chargers,Delhi Daredevils,normal,146,134,90,37,3,97,60,59,4,75,30,86,6,48,0,Deccan Chargers,11,0,0,0,0,0
230,2010,Mumbai Indians,Kolkata Knight Riders,normal,134,135,90,41,0,94,60,72,0,63,30,107,1,28,0,Kolkata Knight Riders,0,9,1,1,1,1
231,2010,Mumbai Indians,Royal Challengers Bangalore,normal,185,149,90,41,1,108,60,83,4,66,30,118,7,31,0,Mumbai Indians,35,0,0,1,0,0
232,2010,Chennai Super Kings,Deccan Chargers,normal,143,104,90,19,0,85,60,43,3,61,30,81,5,23,0,Chennai Super Kings,38,0,0,0,0,0
233,2010,Deccan Chargers,Royal Challengers Bangalore,normal,83,86,90,26,0,60,60,53,1,33,30,86,1,0,0,Royal Challengers Bangalore,0,9,1,1,1,1
234,2010,Chennai Super Kings,Mumbai Indians,normal,169,146,90,21,1,125,60,58,1,88,30,101,5,45,0,Chennai Super Kings,22,0,0,0,0,0
235,2011,Chennai Super Kings,Kolkata Knight Riders,normal,154,151,90,44,0,107,60,76,1,75,30,111,2,40,0,Chennai Super Kings,2,0,0,1,1,1
236,2011,Deccan Chargers,Rajasthan Royals,normal,138,141,90,29,0,112,60,60,1,81,30,93,2,48,0,Rajasthan Royals,0,8,1,1,1,1
237,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,normal,162,162,90,44,1,118,60,85,3,77,30,118,3,44,0,Royal Challengers Bangalore,0,6,1,1,1,1
238,2011,Delhi Daredevils,Mumbai Indians,normal,96,99,90,22,1,77,60,48,2,51,30,85,2,14,0,Mumbai Indians,0,8,1,1,1,1
239,2011,Kings XI Punjab,Pune Warriors,normal,113,113,90,32,1,81,60,74,3,39,30,113,3,0,0,Pune Warriors,0,7,1,1,1,1
240,2011,Kolkata Knight Riders,Deccan Chargers,normal,164,154,90,23,2,131,60,62,3,92,30,101,5,53,0,Kolkata Knight Riders,9,0,0,0,0,0
241,2011,Delhi Daredevils,Rajasthan Royals,normal,152,152,90,43,1,109,60,86,2,66,30,121,3,31,0,Rajasthan Royals,0,6,1,1,1,1
242,2011,Royal Challengers Bangalore,Mumbai Indians,normal,141,143,90,33,1,110,60,78,1,65,30,116,1,27,0,Mumbai Indians,0,9,1,1,1,1
243,2011,Chennai Super Kings,Kings XI Punjab,normal,189,193,90,49,0,144,60,99,1,94,30,138,4,55,0,Kings XI Punjab,0,6,1,1,1,1
244,2011,Kochi Tuskers Kerala,Pune Warriors,normal,149,151,90,37,1,114,60,61,3,90,30,115,5,36,0,Pune Warriors,0,4,1,1,0,1
245,2011,Deccan Chargers,Royal Challengers Bangalore,normal,176,142,90,27,3,115,60,53,4,89,30,92,5,50,0,Deccan Chargers,33,0,0,0,0,0
246,2011,Rajasthan Royals,Kolkata Knight Riders,normal,160,160,90,44,1,116,60,90,1,70,30,130,1,30,0,Kolkata Knight Riders,0,9,1,1,1,1
247,2011,Mumbai Indians,Kochi Tuskers Kerala,normal,183,184,90,32,0,152,60,84,0,100,30,134,1,50,0,Kochi Tuskers Kerala,0,8,1,1,1,1
248,2011,Chennai Super Kings,Royal Challengers Bangalore,normal,184,162,90,31,3,131,60,67,3,95,30,112,5,50,0,Chennai Super Kings,21,0,0,0,0,0
249,2011,Deccan Chargers,Kings XI Punjab,normal,166,166,90,59,0,107,60,104,0,62,30,139,1,27,0,Kings XI Punjab,0,8,1,1,1,1
250,2011,Pune Warriors,Delhi Daredevils,normal,188,190,90,52,0,138,60,98,2,92,30,128,5,62,0,Delhi Daredevils,0,3,1,1,1,0
251,2011,Rajasthan Royals,Kolkata Knight Riders,normal,82,85,90,23,1,62,60,45,2,40,30,85,2,0,0,Kolkata Knight Riders,0,8,1,1,1,1
253,2011,Deccan Chargers,Delhi Daredevils,normal,169,152,90,33,2,119,60,78,3,74,30,107,5,45,0,Deccan Chargers,16,0,0,0,1,0
254,2011,Pune Warriors,Mumbai Indians,normal,119,124,90,27,1,97,60,63,1,61,30,89,3,35,0,Mumbai Indians,0,7,1,1,1,1
255,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,normal,133,126,90,28,2,98,60,59,3,67,30,86,5,40,0,Kochi Tuskers Kerala,6,0,0,0,1,0
256,2011,Kings XI Punjab,Rajasthan Royals,normal,196,147,90,38,2,109,60,61,4,86,30,113,5,34,0,Kings XI Punjab,48,0,0,0,0,0
257,2011,Mumbai Indians,Chennai Super Kings,normal,165,156,90,38,2,118,60,84,2,72,30,119,4,37,0,Mumbai Indians,8,0,0,0,1,1
258,2011,Kolkata Knight Riders,Royal Challengers Bangalore,normal,172,175,90,46,0,129,60,92,0,83,30,152,1,23,0,Royal Challengers Bangalore,0,9,1,1,1,1
259,2011,Delhi Daredevils,Kings XI Punjab,normal,232,202,90,34,1,168,60,96,1,106,30,147,3,55,0,Delhi Daredevils,29,0,0,0,1,0
260,2011,Mumbai Indians,Deccan Chargers,normal,173,135,90,39,1,96,60,72,4,63,30,100,6,35,0,Mumbai Indians,37,0,0,1,0,0
261,2011,Kochi Tuskers Kerala,Rajasthan Royals,normal,110,111,90,33,0,78,60,68,0,43,30,111,2,0,0,Rajasthan Royals,0,8,1,1,1,1
262,2011,Chennai Super Kings,Pune Warriors,normal,143,117,90,40,3,77,60,58,4,59,30,93,5,24,0,Chennai Super Kings,25,0,0,0,0,0
263,2011,Delhi Daredevils,Royal Challengers Bangalore,normal,161,161,90,62,1,99,60,97,4,64,30,117,5,44,0,Royal Challengers Bangalore,0,3,1,1,1,1
264,2011,Pune Warriors,Chennai Super Kings,normal,142,145,90,19,1,126,60,65,1,80,30,104,2,41,0,Chennai Super Kings,0,8,1,0,1,1
265,2011,Deccan Chargers,Kochi Tuskers Kerala,normal,130,74,90,23,6,51,60,45,6,29,30,73,7,1,0,Deccan Chargers,55,0,0,0,0,0
266,2011,Kolkata Knight Riders,Delhi Daredevils,normal,149,131,90,34,1,97,60,60,2,71,30,86,6,45,0,Kolkata Knight Riders,17,0,0,1,1,0
267,2011,Mumbai Indians,Rajasthan Royals,normal,95,95,90,17,1,78,60,46,1,49,30,73,2,22,0,Rajasthan Royals,0,7,1,0,1,1
268,2011,Royal Challengers Bangalore,Pune Warriors,normal,182,155,90,35,0,120,60,63,1,92,30,108,3,47,0,Royal Challengers Bangalore,26,0,0,1,0,0
269,2011,Delhi Daredevils,Kochi Tuskers Kerala,normal,158,119,90,29,3,90,60,51,4,68,30,92,5,27,0,Delhi Daredevils,38,0,0,0,0,0
270,2011,Kings XI Punjab,Kolkata Knight Riders,normal,120,120,90,40,2,80,60,71,2,49,30,102,2,18,0,Kolkata Knight Riders,0,8,1,1,1,1
271,2011,Pune Warriors,Rajasthan Royals,normal,144,144,90,29,1,115,60,59,2,85,30,92,4,52,0,Rajasthan Royals,0,6,1,1,1,0
272,2011,Chennai Super Kings,Deccan Chargers,normal,166,146,90,57,0,89,60,88,1,58,30,118,3,28,0,Chennai Super Kings,19,0,0,1,1,1
273,2011,Mumbai Indians,Kings XI Punjab,normal,160,136,90,18,1,118,60,62,1,74,30,101,4,35,0,Mumbai Indians,23,0,0,0,1,0
274,2011,Delhi Daredevils,Kochi Tuskers Kerala,normal,141,141,90,61,0,80,60,89,3,52,30,141,3,0,0,Kochi Tuskers Kerala,0,7,1,1,1,1
275,2011,Kolkata Knight Riders,Deccan Chargers,normal,170,149,90,38,0,111,60,68,2,81,30,108,4,41,0,Kolkata Knight Riders,20,0,0,1,1,0
276,2011,Rajasthan Royals,Chennai Super Kings,normal,148,149,90,39,1,110,60,73,1,76,30,118,1,31,0,Chennai Super Kings,0,8,1,1,1,1
277,2011,Mumbai Indians,Pune Warriors,normal,161,139,90,27,2,112,60,48,3,91,30,90,4,49,0,Mumbai Indians,21,0,0,0,0,0
278,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,normal,157,139,90,40,0,99,60,69,0,70,30,100,3,39,0,Kochi Tuskers Kerala,17,0,0,1,1,0
279,2011,Deccan Chargers,Delhi Daredevils,normal,176,179,90,24,2,155,60,85,3,94,30,149,4,30,0,Delhi Daredevils,0,4,1,0,1,1
280,2011,Royal Challengers Bangalore,Kings XI Punjab,normal,206,120,90,33,3,87,60,62,6,58,30,89,7,31,0,Royal Challengers Bangalore,85,0,0,0,0,0
282,2011,Mumbai Indians,Delhi Daredevils,normal,179,146,90,13,4,133,60,56,4,90,30,99,5,47,0,Mumbai Indians,32,0,0,0,0,0
283,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,normal,126,128,90,72,1,56,60,109,1,19,30,128,1,0,0,Royal Challengers Bangalore,0,9,1,1,1,1
284,2011,Kings XI Punjab,Pune Warriors,normal,120,120,90,32,1,88,60,69,2,51,30,114,3,6,0,Pune Warriors,0,5,1,1,1,1
285,2011,Chennai Super Kings,Rajasthan Royals,normal,197,133,90,38,1,95,60,70,4,63,30,114,5,19,0,Chennai Super Kings,63,0,0,1,0,0
286,2011,Deccan Chargers,Pune Warriors,normal,137,137,90,43,0,94,60,82,1,55,30,112,3,25,0,Pune Warriors,0,6,1,1,1,1
287,2011,Kings XI Punjab,Mumbai Indians,normal,164,87,90,28,3,59,60,63,6,24,30,87,10,0,0,Kings XI Punjab,76,0,0,0,0,0
288,2011,Rajasthan Royals,Royal Challengers Bangalore,normal,147,151,90,50,0,101,60,90,1,61,30,126,1,25,0,Royal Challengers Bangalore,0,9,1,1,1,1
289,2011,Chennai Super Kings,Delhi Daredevils,normal,177,158,90,46,1,112,60,65,3,93,30,107,3,51,0,Chennai Super Kings,18,0,0,1,0,0
290,2011,Kochi Tuskers Kerala,Kings XI Punjab,normal,179,181,90,35,2,146,60,84,2,97,30,145,4,36,0,Kings XI Punjab,0,6,1,0,1,1
292,2011,Deccan Chargers,Mumbai Indians,normal,136,125,90,24,2,101,60,49,3,76,30,76,4,49,0,Deccan Chargers,10,0,0,0,0,0
293,2011,Kings XI Punjab,Delhi Daredevils,normal,171,141,90,25,0,116,60,67,2,74,30,97,5,44,0,Kings XI Punjab,29,0,0,1,0,0
294,2011,Rajasthan Royals,Kochi Tuskers Kerala,normal,98,98,90,73,2,25,60,98,2,0,30,98,2,0,0,Kochi Tuskers Kerala,0,8,1,1,1,1
295,2011,Pune Warriors,Deccan Chargers,normal,137,138,90,40,0,98,60,78,2,60,30,108,2,30,0,Deccan Chargers,0,6,1,1,1,1
296,2011,Kings XI Punjab,Royal Challengers Bangalore,normal,233,121,90,27,2,94,60,69,4,52,30,97,8,24,0,Kings XI Punjab,111,0,0,0,0,0
297,2011,Chennai Super Kings,Kochi Tuskers Kerala,normal,153,141,90,29,1,112,60,63,2,78,30,90,3,51,0,Chennai Super Kings,11,0,0,0,1,0
298,2011,Pune Warriors,Kolkata Knight Riders,normal,119,119,90,43,1,76,60,74,2,45,30,114,2,5,0,Kolkata Knight Riders,0,7,1,1,1,1
299,2011,Mumbai Indians,Rajasthan Royals,normal,134,134,90,37,0,97,60,97,0,37,30,134,0,0,0,Rajasthan Royals,0,10,1,1,1,1
300,2011,Deccan Chargers,Kings XI Punjab,normal,199,116,90,36,2,80,60,77,2,39,30,99,5,17,0,Deccan Chargers,82,0,0,0,0,0
302,2011,Chennai Super Kings,Royal Challengers Bangalore,normal,129,129,90,34,1,95,60,80,2,49,30,104,2,25,0,Royal Challengers Bangalore,0,8,1,1,1,1
303,2011,Kolkata Knight Riders,Mumbai Indians,normal,176,178,90,36,1,142,60,84,2,94,30,110,4,68,0,Mumbai Indians,0,5,1,1,1,0
304,2011,Royal Challengers Bangalore,Chennai Super Kings,normal,176,177,90,24,2,153,60,62,2,115,30,110,3,67,0,Chennai Super Kings,0,6,1,0,0,0
305,2011,Kolkata Knight Riders,Mumbai Indians,normal,148,148,90,51,0,97,60,87,2,61,30,120,4,28,0,Mumbai Indians,0,4,1,1,1,1
306,2011,Royal Challengers Bangalore,Mumbai Indians,normal,186,142,90,41,1,101,60,80,3,62,30,103,7,39,0,Royal Challengers Bangalore,43,0,0,1,0,0
307,2011,Chennai Super Kings,Royal Challengers Bangalore,normal,206,147,90,38,2,109,60,69,5,78,30,107,7,40,0,Chennai Super Kings,58,0,0,0,0,0
308,2012,Chennai Super Kings,Mumbai Indians,normal,113,115,90,37,0,78,60,76,3,39,30,100,3,15,0,Mumbai Indians,0,8,1,1,1,1
309,2012,Kolkata Knight Riders,Delhi Daredevils,normal,98,100,90,39,0,61,60,87,2,13,30,100,2,0,0,Delhi Daredevils,0,8,1,1,1,1
310,2012,Pune Warriors,Mumbai Indians,normal,130,101,90,21,3,80,60,48,3,53,30,74,5,27,0,Pune Warriors,28,0,0,0,0,0
311,2012,Rajasthan Royals,Kings XI Punjab,normal,192,160,90,40,1,120,60,73,4,87,30,117,5,43,0,Rajasthan Royals,31,0,0,1,0,0
312,2012,Royal Challengers Bangalore,Delhi Daredevils,normal,158,137,90,40,1,97,60,68,3,69,30,91,5,46,0,Royal Challengers Bangalore,20,0,0,1,0,0
313,2012,Chennai Super Kings,Deccan Chargers,normal,194,119,90,35,1,84,60,73,2,46,30,101,8,18,0,Chennai Super Kings,74,0,0,0,0,0
314,2012,Rajasthan Royals,Kolkata Knight Riders,normal,165,142,90,23,3,119,60,65,4,77,30,94,7,48,0,Rajasthan Royals,22,0,0,0,0,0
315,2012,Pune Warriors,Kings XI Punjab,normal,167,144,90,13,2,131,60,53,3,91,30,99,5,45,0,Pune Warriors,22,0,0,0,0,0
316,2012,Deccan Chargers,Mumbai Indians,normal,139,142,90,15,2,127,60,49,2,93,30,85,3,57,0,Mumbai Indians,0,5,1,0,0,0
317,2012,Kolkata Knight Riders,Royal Challengers Bangalore,normal,166,123,90,20,2,103,60,43,5,80,30,81,7,42,0,Kolkata Knight Riders,42,0,0,0,0,0
318,2012,Chennai Super Kings,Delhi Daredevils,normal,111,111,90,44,1,67,60,79,2,32,30,111,2,0,0,Delhi Daredevils,0,8,1,1,1,1
319,2012,Mumbai Indians,Rajasthan Royals,normal,198,170,90,35,2,135,60,79,2,91,30,136,5,34,0,Mumbai Indians,27,0,0,0,1,0
320,2012,Royal Challengers Bangalore,Chennai Super Kings,normal,206,208,90,32,0,176,60,85,1,123,30,131,3,77,0,Chennai Super Kings,0,5,1,1,1,0
321,2012,Pune Warriors,Kings XI Punjab,normal,116,116,90,28,1,88,60,60,2,56,30,88,3,28,0,Kings XI Punjab,0,7,1,1,1,1
322,2012,Rajasthan Royals,Kolkata Knight Riders,normal,132,137,90,26,1,111,60,68,1,69,30,95,3,42,0,Kolkata Knight Riders,0,5,1,1,1,1
323,2012,Deccan Chargers,Delhi Daredevils,normal,158,162,90,27,3,135,60,71,4,91,30,115,5,47,0,Delhi Daredevils,0,5,1,0,0,1
324,2012,Chennai Super Kings,Pune Warriors,normal,156,156,90,48,1,108,60,72,2,84,30,106,3,50,0,Pune Warriors,0,7,1,1,1,1
325,2012,Kings XI Punjab,Kolkata Knight Riders,normal,135,132,90,41,2,91,60,70,2,62,30,94,6,38,0,Kings XI Punjab,2,0,0,1,1,0
326,2012,Rajasthan Royals,Royal Challengers Bangalore,normal,196,136,90,42,2,94,60,76,3,60,30,105,6,31,0,Rajasthan Royals,59,0,0,0,0,0
327,2012,Mumbai Indians,Delhi Daredevils,normal,93,93,90,34,0,59,60,58,2,35,30,93,3,0,0,Delhi Daredevils,0,7,1,1,1,1
328,2012,Deccan Chargers,Rajasthan Royals,normal,197,197,90,50,0,147,60,89,1,108,30,134,3,63,0,Rajasthan Royals,0,5,1,1,1,1
329,2012,Pune Warriors,Royal Challengers Bangalore,normal,183,186,90,40,1,146,60,63,2,123,30,117,3,69,0,Royal Challengers Bangalore,0,6,1,1,0,0
330,2012,Kings XI Punjab,Kolkata Knight Riders,normal,125,127,90,47,0,80,60,75,2,52,30,107,2,20,0,Kolkata Knight Riders,0,8,1,1,1,1
331,2012,Deccan Chargers,Delhi Daredevils,normal,188,193,90,44,1,149,60,112,1,81,30,167,1,26,0,Delhi Daredevils,0,9,1,1,1,1
332,2012,Chennai Super Kings,Pune Warriors,normal,165,151,90,35,2,116,60,65,4,86,30,107,5,44,0,Chennai Super Kings,13,0,0,0,0,0
333,2012,Kings XI Punjab,Royal Challengers Bangalore,normal,164,166,90,25,2,141,60,72,3,94,30,116,3,50,0,Royal Challengers Bangalore,0,5,1,0,1,1
334,2012,Rajasthan Royals,Chennai Super Kings,normal,147,147,90,40,0,107,60,70,1,77,30,104,1,43,0,Chennai Super Kings,0,7,1,1,1,1
335,2012,Pune Warriors,Delhi Daredevils,normal,193,172,90,29,1,143,60,92,2,80,30,131,5,41,0,Pune Warriors,20,0,0,0,1,0
